layer,neuron,concept,AP,AUROC,ΔP,P(fire|1),P(fire|0),lift,label_support,neuron_fires_total
1,236,female,0.2749996833746353,0.5411897257243972,0.0438003863264623,0.0438022802586823,1.8939322199537128e-06,23127.679369683832,137,6
1,236,male,0.2016772700983227,0.4908626887131559,-0.0016477470667118,0.0076998815402839,0.0093476286069958,0.8237256595429557,130,6
1,236,family,0.2251619508506844,0.5248195996275605,0.0178565126100849,0.023444946172716,0.005588433562631,4.195262573271575,128,6
1,236,marriage,0.2393106950382492,0.502431832107843,0.0137528174619302,0.0196141226912066,0.0058613052292764,3.3463745566244034,153,6
1,236,love,0.1443609022556391,0.4868189806678383,-0.0105361194148915,1.0416449657298809e-05,0.0105465358645488,0.0009876655036394,96,6
1,236,wealth,0.1899986185937284,0.4908234054386324,-0.0111463597356345,7.873891749736226e-06,0.0111542336273842,0.0007059105996936,127,6
1,236,emotion,0.184018677086713,0.4960324603246033,-0.0110637849146762,8.129949106518593e-06,0.0110719148637827,0.0007342857315836,123,6
1,236,scandal,0.1383458646616541,0.4869109947643979,-0.0104620435055825,1.086932892763201e-05,0.0104729128345101,0.0010378515603393,92,6
1,236,duty,0.1458646616541353,0.4867957746478873,-0.0105547945782087,1.0309065792457888e-05,0.0105651036440012,0.0009757657036649,97,6
1,236,class,0.156390977443609,0.4866310160427807,-0.0106873163620336,9.61519970769793e-06,0.0106969315617413,0.0008988745652247,104,6
1,236,society,0.231578947368421,0.4853228962818003,-0.011737100536373,6.493422163348527e-06,0.0117435939585363,0.0005529331298171,154,6
1,907,female,0.2598542308265377,0.5413348816633489,0.0051340711632495,0.014605626195238,0.0094715550319885,1.542051557993173,137,7
1,907,male,0.2781716432417868,0.5637095614665708,0.0156057835261752,0.0230842602421501,0.0074784767159748,3.086759659190045,130,7
1,907,family,0.2642633591819283,0.5727711824953445,-0.0130293830142643,7.812377931594818e-06,0.0130371953921959,0.0005992376194401,128,7
1,907,marriage,0.1846975340611811,0.3899484272875817,-0.0136672388495412,6.5358622763101135e-06,0.0136737747118175,0.0004779852245322,153,7
1,907,love,0.1222398793349832,0.4064879906268307,-0.0001196697575927,0.0104268661069561,0.0105465358645488,0.9886531691430912,96,7
1,907,wealth,0.1449648986441262,0.299915112841378,-0.0032724679858983,0.0078817656414859,0.0111542336273842,0.7066165102933791,127,7
1,907,emotion,0.1500656278258244,0.3799537995379953,-0.0029338358081576,0.0081380790556251,0.0110719148637827,0.7350200173152039,123,7
1,907,scandal,0.0953098801901082,0.2474580772441004,-0.0122072381122331,1.086932892763201e-05,0.0122181074411607,0.0008896082293502,92,7
1,907,duty,0.1377278033449503,0.4345869028604617,0.0118238941878436,0.0206284406507082,0.0088045464628645,2.342930522925972,97,7
1,907,class,0.1053440961713413,0.2851192924722336,-0.0124698412015172,9.61519970769793e-06,0.0124794564012249,0.0007704822548186,104,7
1,907,society,0.1525822018012479,0.2159249752204742,-0.0136940400395452,6.493422163348527e-06,0.0137005334617085,0.0004739539654439,154,7
1,1406,female,0.2176060589429778,0.5026335434638354,0.0089219356031569,0.014605626195238,0.005683690592081,2.5697433658717883,137,5
1,1406,male,0.1959080393290919,0.4982386772106398,0.000221404824309,0.0076998815402839,0.0074784767159748,1.02960560441494,130,5
1,1406,family,0.1924812030075188,0.4934823091247672,-0.0093050020994818,7.812377931594818e-06,0.0093128144774134,0.0008388847377668,128,5
1,1406,marriage,0.2653005061673792,0.5228758169934641,0.0326838941264562,0.0326858472438268,1.953117370635271e-06,16735.21059207256,153,5
1,1406,love,0.1443609022556391,0.4938488576449912,-0.0087786563479778,1.0416449657298809e-05,0.0087890727976351,0.0011851591056244,96,5
1,1406,wealth,0.1909774436090225,0.4934944237918215,-0.0092876305859287,7.873891749736226e-06,0.0092955044776785,0.0008470644888394,127,5
